Year,Month,Day,Quarter,Transect,Station,Depth.m,Lon.E,Lat.N,Type,Temp.C,Sal.ppt,DO.mg.per.l,PH,Chl.a.mg.per.m3,NH3.N.mg.per.l,NO3.N.mg.per.l,NO2.N.mg.per.l,PO4.3.P.mg.per.l,SiO2.Si.mg.l,BOD.mg.per.l,S.S.mg.per.l,Transparensy,Fish.egg.Abun,Fish.larvae.Abun,Crab.larvae.Abun,Shrimp.larvae.Abun,Phytoplankton.Den,Zooplankton.Abun
2013,5,14,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,27.5,33.49,7.21,8.157,0.909,0.1197,0.012,0.0012,0.013,0.03,3.8,4.1,3.5,5015,1770,1573,983,9400,441449
2013,5,14,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,26.5,33.6,7.02,8.154,0.5,0.0359,0.01,6.00E-04,0.0016,0.03,3.5,4.9,3,1396,1551,2637,10392,16700,345731
2013,5,14,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,29,33.2,5.81,7.233,0.522,0.0861,0.02,0.008,0.0049,0.07,3.1,7.8,2.8,689,188,62547,2066,7545,154709
2013,5,14,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,27.2,33.44,6.82,8.014,0.784,0.0582,0.013,0.0043,0.0081,0.07,3.5,3.8,2,1164,152,354,1568,9785,205868
2013,5,14,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,26.5,33.59,7.1,8.15,0.96,0.0219,0.021,0.0018,0.0016,0.05,3,4.1,3,2834,2598,3778,54552,12785,512218
2013,5,14,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,26.4,33.72,6.99,8.167,0.448,0.0191,0.007,6.00E-04,0.0016,0.02,3.3,5.7,2.5,688,688,3097,6366,17100,494148
2013,7,30,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,32,31.23,7.47,8.05,5.94,0.0191,0.017,6.00E-04,0.0032,0.009,2.72,6.7,0.5,1855,318,23741,2915,49050,120028
2013,7,30,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,30.9,29.56,6.47,8.11,3.19,0.6902,0.049,0.0238,0.1461,0.479,2.94,7.3,1.5,1146,688,11693,4012,6800,91782
2013,7,30,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,30.7,32.11,7.64,8.23,1.74,0.0043,0.024,0.0076,0.0048,0.111,1.91,5.8,2.8,7874,900,8923,600,19300,169394
2013,7,30,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.7,31.88,7.07,8.12,1.83,0.0226,0.027,0.0101,0.0048,0.127,1.83,8.3,2.6,76804,0,18748,4838,16550,1458678
2013,7,30,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,31.5,30.99,7.49,8.01,6.05,0.0339,0.013,0.0031,0.0032,0.096,1.81,10.6,0.5,3569,386,26337,3907,13400,115961
2013,7,30,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,30,30.89,6.73,8.18,1.08,0.0339,0.031,0.0076,0.0111,0.251,1.38,7.4,2.4,24189,0,637,764,7250,344250
2013,7,30,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,30.3,32.22,6.56,8.01,1.21,0.0391,0.029,0.0079,0.0048,0.116,2.31,4.1,1.5,22957,0,1322,1442,10300,401566
2013,7,30,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29,32.56,6.93,8.23,1.27,0.0435,0.02,0.0037,0.0032,0.101,2.84,6.9,2.8,22444,330,2310,13367,10050,449044
2013,10,30,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,25,31.66,6.96,8.1,0.58,0.1021,0.036,0.0146,0.0065,0.382,1.98,30.3,1.4,292,356,2397,5863,28050,70877
2013,10,30,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,25.6,33.19,7.14,8.29,0.85,0.0731,0.027,0.0103,0.0097,0.155,1.21,11.6,2.1,862,623,5653,8958,16850,148364
2013,10,30,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,25.9,33.7,6.92,8.24,0.53,0.0199,0.02,0.0072,0.0049,0.113,1.78,16.5,2,580,322,2128,11221,21150,200624
2013,10,30,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,24.5,33.81,7.01,8.28,0.51,0.034,0.022,0.0059,0.0016,0.122,1.4,12.8,2.2,1815,908,908,8416,13400,224439
2013,10,30,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,25.3,32.59,6.84,8.18,0.56,0.0731,0.034,0.0143,0.0065,0.317,1.84,14.9,1.5,240,601,8287,9969,10600,102932
2013,10,30,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,25.7,33.93,6.87,8.19,0.56,0.0133,0.016,0.0037,0.0016,0.084,1.66,8.5,2.6,1288,429,1288,6915,11100,145828
2013,10,30,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,25.8,33.81,6.86,8.31,0.47,0.0224,0.014,0.0019,0.0016,0.079,1.35,7.3,2.3,849,1274,425,5763,14200,159419
2013,10,30,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,25.7,33.93,6.84,8.24,0.21,0.0133,0.013,0.0016,0.0016,0.072,1.13,5.9,2.5,1614,2045,861,5435,23950,176225
2014,3,13,first,3,3_near,10,120.1811944,23.81602778,Nearshore,18.2,33.19,7.62,8.17,0.49,0.0937,0.036,0.0214,0.0115,0.217,0.59,30.4,0.3,0,0,0,0,810,1911
2014,3,13,first,4,4_near,10,120.16425,23.75797222,Nearshore,18.3,33.97,7.64,8.22,0.91,0.0737,0.02,0.0199,0.0164,0.199,0.71,13,0.5,469,782,2503,6882,590,439976
2014,3,13,first,5,5_near,10,120.1361667,23.71297222,Nearshore,20.2,33.85,7.41,8.29,0.5,0.0126,0.014,0.0159,0.0033,0.099,0.54,17.2,0.9,272,272,14131,9375,125,387650
2014,3,13,first,6,6_near,10,120.1111667,23.66297222,Nearshore,19.4,33.95,7.52,8.16,0.67,0.0292,0.015,0.0233,0.0033,0.123,0.52,10.2,0.9,0,291,3496,3350,115,348013
2014,3,13,first,3,3_off,20,120.1784167,23.81713889,Offshore,18.6,33.15,7.48,8.12,0.45,0.078,0.028,0.023,0.0181,0.201,0.57,13.8,0.4,0,0,16,78,845,1831
2014,3,13,first,4,4_off,20,120.1314722,23.77852778,Offshore,20.8,33.84,7.29,8.27,0.52,0.0144,0.015,0.0138,0.0016,0.23,0.61,9.4,1.7,982,3602,7532,27508,120,586516
2014,3,13,first,5,5_off,20,120.0972778,23.72547222,Offshore,20.5,33.83,7.34,8.25,0.43,0.0266,0.009,0.0171,0.0329,0.092,0.39,11,1.3,0,1952,6637,5856,195,623050
2014,3,13,first,6,6_off,20,120.0914444,23.67297222,Offshore,20.4,33.99,7.31,8.23,0.32,0.0153,0.008,0.0153,0.0033,0.104,0.46,7.7,1,213,640,2773,16212,155,718675
2014,5,29,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,29.8,33.12,5.99,7.93,3.18,0.1011,0.031,0.003,0.001,0.028,1.9,8.2,0.9,994,0,497,284,109400,308577
2014,5,29,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,28.4,33.24,6.84,8.03,1.76,0.0454,0.019,9.00E-04,0.001,0.018,1.17,7.1,0.8,929,929,2322,3716,78450,867608
2014,5,29,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.2,33.5,6.96,8.08,0.63,0.0403,0.028,5.00E-04,0.001,0.012,1.69,6.7,1.1,386,773,1932,773,36850,872730
2014,5,29,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.7,33.54,6.52,8.02,0.98,0.054,0.018,6.00E-04,0.001,0.01,1.19,5.4,1.8,739,739,19204,8864,49050,1480217
2014,5,29,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,29,33.22,6.24,7.96,2.23,0.0985,0.025,0.0021,0.001,0.018,1.87,8.8,1.1,1519,138,1105,3177,34950,406605
2014,5,29,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,27.7,33.54,6.7,8.11,0.79,0.0343,0.02,5.00E-04,0.001,0.012,0.89,4.7,1,469,938,5628,21574,32300,1092314
2014,5,29,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,27.7,33.56,6.64,8.07,0.91,0.048,0.015,5.00E-04,0.001,0.009,1.56,6.7,1.2,268,536,13392,14196,117000,891915
2014,5,29,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,27.6,33.59,6.64,8.11,0.74,0.0326,0.038,5.00E-04,0.001,0.009,0.99,5.1,0.8,543,543,9767,13565,34600,1240428
2014,8,22,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,30.9,32.44,5.95,7.77,1.1,0.0692,0.019,0.0132,0.0064,0.086,1.06,6.6,1.8,32213,1100,700,4802,2780,152564
2014,8,22,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,29.6,32.28,6.69,8.25,2.73,0.0276,0.018,0.0141,0.0064,0.088,0.78,8.4,1.7,4174,726,499,2450,4075,108376
2014,8,22,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,29.8,32.46,6.8,8.27,1.34,0.0511,0.018,0.0119,0.001,0.081,0.88,6.5,1.8,5277,426,1362,894,5332,112431
2014,8,22,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,28.4,32.61,6.67,8.15,1.43,0.0321,0.006,0.0101,0.001,0.072,0.72,12.8,1.5,22546,3064,1532,30973,6765,157710
2014,8,22,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,30.7,32.26,6.04,7.83,2.22,0.0692,0.014,0.0135,0.008,0.084,1.2,5.6,2,47080,189,568,1989,6150,169565
2014,8,22,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,28.8,33.15,6.64,8.28,1.09,0.0149,0.008,0.0055,0.001,0.059,0.75,8.7,2.1,44165,2645,4496,20364,1815,726214
2014,8,22,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,28.8,32.86,6.54,8.27,1.3,0.0077,0.016,0.007,0.001,0.075,0.76,7.2,2.1,4376,3009,1368,10736,5205,211364
2014,8,22,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,28.5,32.66,6.54,8.26,2.78,0.0158,0.013,0.008,0.001,0.075,0.69,7.8,1.2,9856,4037,1187,21731,5100,199256
2014,10,31,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.6,33.08,5.92,7.84,1.46,0.0497,0.104,0.0462,0.0288,0.284,0.83,31.2,0.4,104,104,9072,3128,11100,180495
2014,10,31,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,26.2,33.19,6.57,8.15,0.5,0.0531,0.063,0.0397,0.0148,0.25,0.75,17,0.6,88,175,6570,7709,1730,192899
2014,10,31,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,26.6,33.39,6.69,8.23,0.92,5.00E-04,0.071,0.0394,0.0023,0.229,0.69,3.9,0.9,374,1047,3814,13761,1790,142541
2014,10,31,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,25,33.51,6.74,7.97,0.13,0.0259,0.037,0.013,0.001,0.193,0.91,30.4,0.9,306,263,2363,7876,605,137915
2014,10,31,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,26.9,33.04,6.9,7.99,10.87,0.0412,0.069,0.0427,0.0039,0.241,0.8,34.9,0.4,0,613,53335,7663,77250,723401
2014,10,31,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,25.8,33.47,6.67,8.18,0.42,5.00E-04,0.044,0.0323,0.0039,0.195,0.74,13.4,1,506,61,1315,3621,1550,40784
2014,10,31,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,25.7,33.37,6.53,8.11,0.33,0.0089,0.064,0.0335,0.0054,0.212,0.58,26.4,1.2,375,313,4532,8784,1360,86054
2014,10,31,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,25.2,33.48,6.73,8.16,0.17,5.00E-04,0.047,0.0181,0.001,0.18,0.73,26.6,1.1,567,81,2804,2901,1726,47089
2015,3,17,first,3,3_near,10,120.1811944,23.81602778,Nearshore,23.1,33.8,7.28,8.17,0.41,0.0592,0.012,0.0143,0.0084,0.078,1.39,12.8,1.7,15443,4412,39711,9560,35950,1959821
2015,3,17,first,4,4_near,10,120.16425,23.75797222,Nearshore,23.8,33.84,7.19,8.17,0.23,0.06,0.011,0.0096,0.0084,0.062,1,8.8,1.6,10607,2448,9791,6935,2320,1191636
2015,3,17,first,5,5_near,10,120.1361667,23.71297222,Nearshore,24.2,33.83,7.21,8.2,0.29,5.00E-04,0.004,0.0033,0.001,0.026,1,6.3,2.9,3797,600,10592,2798,1305,608925
2015,3,17,first,6,6_near,10,120.1111667,23.66297222,Nearshore,23.5,33.82,7.2,8.18,0.51,0.0093,0.009,0.008,0.001,0.042,1.61,9.2,2.1,5010,2147,30420,3579,8400,817054
2015,3,17,first,3,3_off,20,120.1784167,23.81713889,Offshore,23,33.77,7.25,8.17,0.24,0.0528,0.012,0.0127,0.0101,0.078,1.01,8.4,2,7427,1714,11426,5713,23150,1012299
2015,3,17,first,4,4_off,20,120.1314722,23.77852778,Offshore,24,33.92,7.1,8.19,0.23,0.0246,0.003,0.0024,0.0084,0.025,1.17,8.1,3.8,12094,366,1099,1466,1520,1020311
2015,3,17,first,5,5_off,20,120.0972778,23.72547222,Offshore,24,33.86,7.1,8.21,0.15,0.0141,0.004,0.003,0.001,0.025,0.87,6.8,3.1,7434,826,12389,3304,4700,1073745
2015,3,17,first,6,6_off,20,120.0914444,23.67297222,Offshore,24,34.02,7.11,8.19,0.37,5.00E-04,0.005,0.0027,0.001,0.025,1.08,6.3,2.8,13175,1803,6796,3883,2105,424790
2015,4,29,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.1,34.17,6.95,8.04,3.77,0.0329,0.011,0.0042,0.001,0.07,1.8,11.7,2,14248,509,1781,4071,42450,639383
2015,4,29,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,26.6,34.3,7.08,8.08,4.41,0.026,0.008,0.0054,0.0021,0.14,1.92,20.3,1.9,40955,2450,5951,5251,83250,1129230
2015,4,29,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,26.5,34.41,7.32,8.1,2.03,0.026,0.006,0.0015,0.001,0.223,1.71,7.2,2.6,47536,517,7492,1808,42150,666545
2015,4,29,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,25.5,34.18,6.51,8.1,0.35,0.0535,0.013,5.00E-04,0.001,0.075,2.15,9.2,3.3,13972,374,6113,3244,13750,231793
2015,4,29,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,26.5,34.19,7.03,8.05,3.51,0.0447,0.006,0.0036,0.001,0.079,1.96,10.3,2.5,22876,260,2340,3119,56350,893457
2015,4,29,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,25.8,34.35,6.47,8.08,0.47,0.0162,0.019,9.00E-04,0.001,0.175,1.4,4.8,4.5,9397,3957,8408,989,33900,1202373
2015,4,29,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,25.8,34.32,6.42,8.09,0.51,0.03,0.007,5.00E-04,0.001,0.153,1.82,6,5.3,10343,796,17901,3580,24200,1202525
2015,4,29,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,25.8,34.28,6.85,8.12,1.2,0.0349,0.004,5.00E-04,0.001,0.127,1.84,6.1,3.2,26928,6104,11489,15079,24200,1198459
2015,7,30,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,30.2,32.89,6.16,8.03,0.56,0.0923,0.018,0.0105,0.0152,0.139,1.25,16.9,0.6,9157,1895,2210,5684,29100,379861
2015,7,30,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,30.1,32.9,6.3,8.07,1.13,0.0446,0.016,0.0099,0.0084,0.113,1.68,11.3,0.9,4477,672,2686,33243,32300,316647
2015,7,30,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,30,32.99,6.61,8.13,1.14,0.019,0.009,0.0056,0.0051,0.072,0.8,7.8,1.4,6150,971,5179,53085,35950,728617
2015,7,30,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.1,32.91,6.72,8.11,0.61,0.034,0.011,0.0038,0.0015,0.079,1.91,12.9,1.3,25634,4833,630,29416,14200,362232
2015,7,30,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,31.2,33.15,5.95,7.96,0.37,0.0941,0.02,0.0114,0.0169,0.149,1.61,10.9,0.6,5099,2852,5186,17458,26850,231367
2015,7,30,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,29.3,33.51,6.4,8.1,0.34,0.0358,0.009,0.0038,0.0034,0.073,1.4,15.7,1.2,1437,2873,1231,33247,11700,544258
2015,7,30,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,29.2,33.47,6.53,8.11,0.61,0.0084,0.008,0.0056,0.0015,0.061,1.32,9.1,1.5,3655,5711,5711,61448,14250,577020
2015,7,30,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29,33.42,6.43,8.11,1.13,0.0314,0.008,0.0035,0.0015,0.063,1.4,16,0.7,1806,7481,3611,50043,13350,619087
2015,10,8,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,28.7,32.89,6.48,7.98,0.41,0.0649,0.02,0.0213,0.012,0.138,1.21,22.1,0.8,0,52,832,624,1540,27122
2015,10,8,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,28.3,32.77,6.67,8.04,0.49,0.0977,0.012,0.0234,0.0086,0.149,1.49,18.1,1.5,1332,315,2278,1858,2085,46228
2015,10,8,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.3,32.84,6.71,8.06,0.5,0.1173,0.008,0.0231,0.012,0.16,1.32,9.9,1.5,2890,578,2160,1856,2435,61963
2015,10,8,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.6,33.13,6.64,8.06,0.21,0.0426,0.022,0.0155,0.0034,0.121,1.33,7.4,1.5,8103,19,246,473,2090,22285
2015,10,8,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,28.3,33.06,6.55,8.02,0.23,0.0355,0.022,0.021,0.0051,0.132,1.04,16.7,1.4,1405,389,1585,1555,2460,100547
2015,10,8,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,28,33.28,6.65,8.07,0.33,0.0364,0.01,0.0128,0.0017,0.111,1.26,8,2.3,6920,220,264,3967,1410,153874
2015,10,8,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,28,33.35,6.65,8.07,0.53,0.0151,0.033,0.0104,0.0017,0.099,1.14,8.6,2.4,6806,422,181,4216,1820,125329
2015,10,8,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,27.9,33.31,6.67,8.07,0.38,0.0506,0.001,0.0104,0.0017,0.099,1.23,10.3,1.8,6178,647,679,4625,2970,114496
2016,3,18,first,3,3_near,10,120.1811944,23.81602778,Nearshore,22.2,33.19,7.26,8.05,0.52,0.143,0.047,0.014,0.016,0.298,2,60,0.2,112,1122,30863,4040,7150,264748
2016,3,18,first,4,4_near,10,120.16425,23.75797222,Nearshore,21,33.85,7.33,8.1,0.06,0.107,0.035,0.014,0.02,0.191,2.06,15.5,1.1,327,54,871,381,1485,179918
2016,3,18,first,5,5_near,10,120.1361667,23.71297222,Nearshore,21.1,33.98,7.33,8.13,0.16,0.126,0.032,0.013,0.018,0.179,1.37,25.8,0.8,367,122,367,245,1425,76515
2016,3,18,first,6,6_near,10,120.1111667,23.66297222,Nearshore,20.1,34.14,7.47,8.16,0.13,0.095,0.031,0.012,0.003,0.143,1.31,20.5,1,142,142,993,709,2355,524286
2016,3,18,first,3,3_off,20,120.1784167,23.81713889,Offshore,21.8,33.77,7.28,8.1,0.5,0.104,0.033,0.013,0.013,0.225,1.29,38,2.5,79,1107,3875,3401,1750,249923
2016,3,18,first,4,4_off,20,120.1314722,23.77852778,Offshore,20.4,33.96,7.4,8.15,0.19,0.112,0.031,0.012,0.013,0.193,1.41,18.8,1.2,84,84,1670,1921,1245,266616
2016,3,18,first,5,5_off,20,120.0972778,23.72547222,Offshore,20.9,34.61,7.32,8.18,0.17,0.073,0.024,0.01,0.005,0.11,1.64,16.2,1.5,343,1201,20251,3089,2140,647681
2016,3,18,first,6,6_off,20,120.0914444,23.67297222,Offshore,21.9,34.72,7.15,8.2,0.2,0.054,0.016,0.007,0.0015,0.09,1.3,12.3,2.2,3268,327,0,1961,1050,909599
2016,5,25,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,29.6,34.52,6.28,8.04,0.69,0.141,0.025,0.011,0.017,0.118,1.06,29.2,0.5,1667,101,126,227,4760,14015
2016,5,25,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,28.5,34.57,6.25,8.1,0.72,0.115,0.025,0.015,0.022,0.147,1.42,29.9,0.7,1296,169,394,451,6645,17043
2016,5,25,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.6,34.67,6.49,8.13,0.25,0.063,0.016,0.009,0.01,0.081,1.18,18,0.8,2520,267,921,388,2705,12356
2016,5,25,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.7,34.72,6.41,8.16,0.18,0.07,0.013,0.006,0.012,0.098,1.66,21.7,0.6,2154,69,3126,3844,3525,18736
2016,5,25,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,29.4,34.62,6.3,8.04,0.45,0.139,0.021,0.013,0.018,0.133,1.21,26.7,0.5,2130,98,343,539,3545,24166
2016,5,25,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,27.6,35.03,6.6,8.2,0.08,0.035,0.008,0.001,0.003,0.046,1.08,7.9,3,2218,554,2384,2384,2065,154252
2016,5,25,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,27.7,34.91,6.57,8.18,0.19,0.053,0.007,0.003,0.007,0.054,1.12,13.7,1,5702,376,5827,13784,7300,150502
2016,5,25,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,27.6,34.86,6.48,8.18,0.34,0.062,0.011,0.005,0.008,0.08,1.6,17.4,0.9,989,56,1102,1892,10675,29687
2016,9,24,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.6,24.1,6.79,8.12,0.06,0.135,0.091,0.023,0.013,1.468,1.98,NA,NA,107,357,13544,2323,5500,95198
2016,9,24,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,29,29.96,5.61,7.91,0.06,1.048,0.073,0.04,0.209,0.898,1.51,28.4,0.7,1014,51,23062,1014,1205,16903
2016,9,24,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,28.8,32.66,6.33,8.05,0.06,0.084,0.031,0.031,0.017,0.363,1.54,21.4,0.8,661,53,1824,370,2555,6422
2016,9,24,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.1,33.01,6.45,8.15,0.06,0.057,0.036,0.025,0.011,0.35,1.43,11.4,0.8,74432,42,418,4681,1375,27289
2016,9,24,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,27,23.98,6.88,8.14,0.06,0.121,0.103,0.024,0.013,1.476,1.4,NA,NA,57,114,10764,2677,10010,95624
2016,9,24,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,27.8,31.18,6.55,8.11,0.06,0.057,0.042,0.026,0.019,0.579,1.16,36.5,0.3,6039,65,10463,10495,540,15695
2016,9,24,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,28.5,33.25,6.38,8.06,0.06,0.021,0.026,0.028,0.009,0.29,1.71,12.2,0.8,2439,227,964,1276,2270,21101
2016,9,24,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,26.9,33.63,6.43,8.16,0.06,0.016,0.026,0.028,0.006,0.219,1.03,33.5,0.6,9306,1092,2947,5540,1120,78349
2016,11,18,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.2,33.74,5.87,7.66,0.13,0.073,0.035,0.048,0.017,0.238,2.19,15,0.7,196,152,2870,3522,335,48831
2016,11,18,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,26.1,33.94,6.52,8.14,0.06,0.021,0.022,0.048,0.012,0.199,2.15,15.4,0.9,175,438,2582,15927,410,93153
2016,11,18,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,26.3,34.21,6.6,8.18,0.06,0.011,0.013,0.009,0.006,0.147,2.06,11.2,0.8,613,390,1003,10479,2150,109031
2016,11,18,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,25.8,34.26,6.65,8.18,0.06,0.008,0.017,0.013,0.005,0.151,1.82,15.4,0.5,709,278,228,4075,300,47461
2016,11,18,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,25.8,33.82,6.48,8.12,0.06,0.065,0.034,0.049,0.014,0.216,2.43,22,0.5,136,248,971,2846,380,33493
2016,11,18,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,25.9,34.25,6.59,8.17,0.06,0.027,0.014,0.015,0.009,0.156,1.66,16.8,0.7,437,655,1201,15937,515,71827
2016,11,18,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,25.9,34.29,6.6,8.19,0.06,0.01,0.012,0.009,0.006,0.139,1.89,26.6,0.2,429,331,78,3935,370,39969
2016,11,18,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,26,34.33,6.61,8.19,0.06,0.015,0.014,0.009,0.009,0.151,1.49,7.2,0.6,329,165,165,3018,729,50283
2017,3,21,first,3,3_near,10,120.1811944,23.81602778,Nearshore,23.4,34.03,6.94,7.92,1.115,0.1574,0.032,0.0251,0.0245,0.156,0.82,49,0.2,582,582,17414,509,7140,51115
2017,3,21,first,4,4_near,10,120.16425,23.75797222,Nearshore,23.2,34.42,7.01,8.01,0.153,0.1289,0.03,0.0263,0.0294,0.125,0.84,12.5,1.3,7748,1115,6856,3010,2041,144871
2017,3,21,first,5,5_near,10,120.1361667,23.71297222,Nearshore,23.2,34.6,6.99,8,0.06,0.0483,0.029,0.0173,0.0114,0.077,0.8,15.3,1.3,4481,163,4888,1955,1075,198222
2017,3,21,first,6,6_near,10,120.1111667,23.66297222,Nearshore,23.2,34.63,6.98,8.12,0.06,0.0105,0.016,0.0128,0.0049,0.074,1.37,19,0.6,1536,140,419,2164,1230,198731
2017,3,21,first,3,3_off,20,120.1784167,23.81713889,Offshore,23.5,34.29,6.93,7.91,0.79,0.108,0.033,0.027,0.02,0.127,0.89,66.3,0.1,1901,562,14304,1253,7260,89625
2017,3,21,first,4,4_off,20,120.1314722,23.77852778,Offshore,23,34.68,6.99,8.1,0.06,0.019,0.012,0.012,0.005,0.06,0.76,15,0.4,845,338,1732,2282,860,91483
2017,3,21,first,5,5_off,20,120.0972778,23.72547222,Offshore,23.2,34.68,6.95,8.12,0.06,0.015,0.012,0.011,0.007,0.06,0.87,14.8,0.6,712,570,4272,6171,665,164917
2017,3,21,first,6,6_off,20,120.0914444,23.67297222,Offshore,23.5,34.68,6.93,8.14,0.06,0.014,0.017,0.01,0.005,0.058,0.84,16.3,1,2014,954,7843,3392,805,373387
2017,5,11,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,28.7,34.62,6.93,8.06,0.948,0.0495,0.009,0.0031,0.0114,0.039,0.95,11.2,1.8,26813,2612,2089,10969,20435,490821
2017,5,11,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,28.2,34.66,7.14,8.15,1.082,0.0544,0.01,0.0028,0.0163,0.033,1.43,9.9,1.8,58102,2428,4046,12300,27170,410757
2017,5,11,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,27.7,34.79,6.94,8.15,0.288,0.0391,0.009,0.0013,0.0065,0.032,0.66,5.7,2.2,8255,1101,2752,917,5310,393307
